                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.1816,                0.70348,                0.96713,                 1.7368,                 1.0715,                0.97989,                0.68777,                0.51308,                0.55406,                0.30217,                 1.2494,                0.69662,                0.98407,                 1.8059,                 1.0401,                0.99362,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.1825,                0.70127,                0.97096,                 1.7288,                 1.0635,                0.97675,                0.71993,                0.51403,                0.56033,                 0.3042,                 1.2454,                0.71626,                0.97748,                 1.8072,                 1.0438,                0.99762,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.1829,                0.70842,                 0.9716,                 1.7491,                 1.0804,                0.98371,                0.70743,                0.51381,                0.56721,                0.31242,                 1.2313,                0.69775,                0.97213,                 1.7687,                 1.0169,                0.98156,               0.000703,               0.000703,               0.000703
                     63,                 1.1786,                0.69102,                0.96505,                 1.7158,                 1.0484,                0.97137,                0.69811,                 0.5125,                0.56229,                0.30546,                 1.2509,                0.71592,                0.97735,                 1.7875,                  1.013,                0.98243,             0.00069805,             0.00069805,             0.00069805
                     64,                 1.1949,                0.70705,                0.96819,                 1.7671,                 1.0708,                 0.9819,                0.68587,                0.48904,                0.54714,                0.29669,                 1.2467,                0.73369,                0.98007,                 1.7872,                 1.0754,                0.98695,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.1548,                0.69366,                0.96262,                 1.7194,                 1.0512,                 0.9764,                0.71055,                0.50571,                0.56336,                0.30858,                 1.2383,                 0.7027,                 0.9742,                 1.7989,                 1.0297,                0.99051,             0.00068815,             0.00068815,             0.00068815
                     66,                  1.156,                0.68848,                0.96278,                 1.7204,                 1.0374,                0.97528,                0.70234,                0.49299,                0.55143,                0.29669,                 1.2374,                0.69804,                0.97448,                  1.812,                 1.0961,                0.99155,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.1943,                0.69176,                0.96604,                 1.7654,                  1.052,                0.98057,                0.71505,                0.49504,                0.55841,                 0.3031,                 1.2682,                0.72094,                0.98392,                 1.8258,                 1.0641,                  0.994,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.1643,                0.69307,                0.96056,                  1.722,                  1.037,                0.97223,                0.70909,                0.50442,                0.54989,                0.29781,                 1.2501,                0.69324,                0.98526,                 1.8386,                 1.0346,                0.99112,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.1452,                0.67452,                0.95463,                 1.7229,                 1.0256,                0.96861,                0.69624,                0.48769,                0.54659,                0.29944,                  1.227,                0.70402,                0.97024,                 1.8639,                 1.0342,                 1.0022,             0.00066835,             0.00066835,             0.00066835
                     70,                 1.1505,                0.67463,                0.95903,                 1.6954,                 1.0334,                0.97255,                 0.7288,                0.51309,                0.57185,                0.31084,                 1.2245,                0.67836,                0.97132,                  1.796,                 0.9926,                0.98522,              0.0006634,              0.0006634,              0.0006634
