                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                  1.258,                0.75505,                0.97994,                 1.8415,                 1.1088,                0.98717,                0.59084,                0.47657,                0.50814,                0.25146,                 1.4109,                0.85143,                 1.0279,                 1.9591,                 1.2073,                 1.0293,              0.0008911,              0.0008911,              0.0008911
                     25,                 1.2431,                0.72636,                0.97576,                 1.7817,                 1.0727,                 0.9783,                0.61064,                0.46938,                0.49395,                0.25069,                 1.3999,                0.87145,                 1.0368,                 1.9514,                 1.2234,                 1.0391,             0.00088615,             0.00088615,             0.00088615
                     26,                 1.2634,                0.74457,                0.98494,                 1.7805,                 1.1022,                0.99153,                0.67515,                0.45576,                0.49579,                0.26028,                 1.3702,                0.87125,                 1.0261,                  1.883,                 1.2475,                 1.0131,              0.0008812,              0.0008812,              0.0008812
                     27,                 1.2661,                0.73497,                0.97984,                 1.8164,                 1.0832,                0.98221,                0.63955,                0.46822,                0.50306,                 0.2605,                 1.3664,                0.81998,                  1.032,                 1.9296,                 1.1688,                   1.03,             0.00087625,             0.00087625,             0.00087625
                     28,                 1.2253,                0.71261,                0.97058,                 1.7689,                 1.0476,                0.97931,                0.67898,                0.47124,                0.51789,                0.27625,                 1.3575,                0.81967,                 1.0375,                 1.8912,                 1.2166,                 1.0299,              0.0008713,              0.0008713,              0.0008713
                     29,                 1.2192,                 0.7012,                0.96381,                 1.7803,                 1.0529,                 0.9736,                0.67693,                0.47386,                0.51885,                0.27347,                 1.3175,                0.78446,                 1.0089,                 1.8701,                 1.1576,                 1.0086,             0.00086635,             0.00086635,             0.00086635
                     30,                 1.2391,                0.71831,                 0.9774,                 1.7864,                 1.0721,                0.98501,                0.67721,                0.48313,                0.50981,                0.26128,                 1.3626,                0.81559,                 1.0188,                 1.9064,                 1.2386,                 1.0186,              0.0008614,              0.0008614,              0.0008614
                     31,                 1.2167,                0.71002,                0.96573,                 1.7778,                 1.0545,                0.97301,                0.66432,                0.46276,                0.49892,                0.26782,                 1.3208,                0.79138,                 1.0151,                 1.8626,                 1.1821,                 1.0182,             0.00085645,             0.00085645,             0.00085645
                     32,                 1.2248,                0.69592,                0.96585,                 1.7919,                 1.0462,                0.97484,                0.65121,                0.48436,                0.52259,                0.28251,                 1.3059,                0.77463,                 1.0083,                 1.8808,                 1.1617,                 1.0087,              0.0008515,              0.0008515,              0.0008515
                     33,                 1.1719,                0.69365,                0.96872,                 1.6923,                 1.0369,                0.97608,                0.63093,                0.46754,                0.50245,                0.25203,                 1.3401,                0.81128,                 1.0127,                 1.9259,                 1.2028,                 1.0305,             0.00084655,             0.00084655,             0.00084655
                     34,                 1.2212,                0.69208,                 0.9661,                 1.7819,                 1.0333,                0.97498,                0.64081,                0.49117,                0.51297,                0.26402,                 1.3618,                0.80456,                 1.0158,                 1.8753,                 1.1793,                 1.0216,              0.0008416,              0.0008416,              0.0008416
                     35,                 1.1904,                0.67987,                 0.9589,                 1.7243,                 1.0083,                0.96628,                0.69695,                 0.4895,                0.53077,                0.27317,                 1.3339,                0.78669,                 1.0069,                 1.8313,                 1.1542,                 1.0076,             0.00083665,             0.00083665,             0.00083665
                     36,                 1.1874,                0.68022,                0.96408,                 1.7343,                 1.0159,                0.97586,                0.70472,                0.46172,                0.49418,                0.26107,                 1.3429,                0.80344,                 1.0244,                   1.87,                 1.1737,                 1.0336,              0.0008317,              0.0008317,              0.0008317
                     37,                 1.1701,                0.67383,                0.95596,                 1.7221,                 1.0041,                0.96942,                0.69047,                0.47353,                0.51708,                0.26733,                 1.3206,                 0.7817,                 1.0108,                 1.8715,                  1.161,                 1.0159,             0.00082675,             0.00082675,             0.00082675
                     38,                 1.1665,                0.66717,                0.96065,                 1.6753,                0.98869,                0.96871,                0.73291,                0.45505,                0.51291,                0.27398,                   1.29,                0.77264,                 1.0027,                 1.8398,                 1.2086,                  1.005,              0.0008218,              0.0008218,              0.0008218
                     39,                 1.1622,                0.66787,                0.95451,                 1.6861,                0.99546,                0.96353,                0.70038,                0.47924,                0.52998,                 0.2774,                 1.2919,                0.74755,                 0.9887,                 1.8502,                 1.1447,                 1.0066,             0.00081685,             0.00081685,             0.00081685
                     40,                 1.1725,                0.65937,                0.95279,                 1.7271,                0.97603,                0.96327,                0.67244,                0.48002,                 0.5174,                0.27276,                 1.2538,                0.77385,                0.98266,                  1.853,                 1.1706,                 1.0114,              0.0008119,              0.0008119,              0.0008119
                     41,                 1.1721,                 0.6696,                0.96378,                 1.6911,                0.99687,                0.96859,                0.66903,                0.48515,                0.52103,                 0.2747,                 1.2792,                 0.7532,                0.98989,                 1.8714,                 1.1318,                   1.02,             0.00080695,             0.00080695,             0.00080695
                     42,                 1.1423,                0.65543,                0.94782,                 1.6834,                0.97015,                0.95886,                0.67012,                0.48449,                0.53123,                0.28542,                 1.2976,                0.74828,                0.99798,                 1.8278,                 1.1201,                0.99754,               0.000802,               0.000802,               0.000802
                     43,                  1.116,                0.63243,                0.94431,                 1.6407,                0.94328,                 0.9541,                0.69091,                0.50799,                0.54159,                0.29249,                  1.256,                0.75267,                0.99227,                  1.813,                 1.1101,                0.99727,             0.00079705,             0.00079705,             0.00079705
                     44,                 1.1239,                0.63524,                0.94382,                 1.6477,                0.93848,                0.95494,                0.69329,                0.50634,                0.54804,                0.29315,                 1.2647,                0.74682,                0.99667,                  1.809,                 1.0619,                 1.0054,              0.0007921,              0.0007921,              0.0007921
                     45,                 1.1372,                0.63768,                0.94882,                 1.6653,                0.93667,                0.96461,                0.68392,                0.50506,                0.53825,                0.28761,                 1.2636,                0.75627,                0.99493,                 1.8083,                 1.1408,                 1.0039,             0.00078715,             0.00078715,             0.00078715
                     46,                 1.1082,                0.63668,                0.94579,                 1.6176,                0.94104,                0.96148,                0.71543,                0.49163,                0.54241,                0.29247,                 1.2736,                0.75245,                0.99098,                 1.8084,                 1.0993,                 1.0001,              0.0007822,              0.0007822,              0.0007822
                     47,                 1.1007,                0.62813,                0.93866,                 1.6338,                0.91897,                0.95061,                0.66812,                0.51102,                0.53937,                0.28451,                 1.3136,                0.77019,                 1.0046,                 1.8473,                 1.1173,                 1.0114,             0.00077725,             0.00077725,             0.00077725
                     48,                 1.1184,                0.62481,                0.94808,                 1.6207,                0.91924,                0.95929,                0.66652,                0.50053,                0.52836,                0.28456,                 1.2531,                0.77251,                0.99504,                 1.8008,                 1.1464,                 1.0027,              0.0007723,              0.0007723,              0.0007723
                     49,                 1.0919,                0.62006,                0.93672,                 1.6054,                0.91649,                 0.9494,                0.67428,                0.51123,                 0.5463,                0.29251,                 1.2527,                0.74279,                0.98664,                 1.8052,                 1.0835,                  1.001,             0.00076735,             0.00076735,             0.00076735
                     50,                 1.1049,                0.62244,                0.94127,                 1.6189,                0.93211,                0.95035,                 0.7087,                0.49713,                0.54927,                0.28801,                 1.2915,                0.71609,                0.99306,                 1.8104,                 1.0761,                  1.001,              0.0007624,              0.0007624,              0.0007624
                     51,                 1.1185,                0.62061,                 0.9418,                  1.646,                0.91156,                0.95308,                0.74314,                0.47826,                0.54124,                0.29621,                 1.2381,                0.71757,                0.98623,                 1.7869,                 1.0942,                 1.0032,             0.00075745,             0.00075745,             0.00075745
                     52,                 1.0806,                0.61466,                0.93666,                 1.5899,                0.89403,                 0.9499,                0.70347,                0.50098,                0.55661,                0.29993,                 1.2609,                0.71256,                0.99412,                 1.7798,                 1.0836,                 0.9979,              0.0007525,              0.0007525,              0.0007525
                     53,                 1.1036,                0.61804,                0.93819,                 1.6222,                0.90168,                 0.9511,                0.76282,                0.48393,                 0.5662,                0.30308,                 1.2817,                0.72942,                0.99813,                 1.8071,                 1.1015,                0.99934,             0.00074755,             0.00074755,             0.00074755
                     54,                 1.1088,                0.62147,                 0.9311,                 1.6728,                0.91977,                0.94719,                0.72102,                0.49938,                0.56714,                0.31024,                 1.2334,                0.69822,                0.97724,                 1.7734,                  1.076,                0.98361,              0.0007426,              0.0007426,              0.0007426
                     55,                 1.0991,                0.62391,                0.93376,                  1.604,                0.91994,                0.94886,                0.71486,                0.50749,                0.55689,                0.29519,                 1.2632,                0.71246,                 0.9909,                 1.8522,                 1.0923,                 1.0033,             0.00073765,             0.00073765,             0.00073765
                     56,                 1.0657,                0.60283,                0.93244,                 1.5771,                0.88921,                0.94954,                 0.7533,                0.48599,                0.56269,                 0.3061,                 1.2464,                0.70605,                0.99527,                 1.7988,                 1.0465,                  1.005,              0.0007327,              0.0007327,              0.0007327
                     57,                 1.0885,                0.60726,                0.93333,                 1.6263,                0.91486,                 0.9483,                0.69303,                0.49557,                0.54726,                0.29278,                 1.2588,                 0.7109,                0.98948,                 1.8279,                 1.1054,                 1.0024,             0.00072775,             0.00072775,             0.00072775
                     58,                 1.0646,                0.60131,                0.93184,                 1.5845,                0.88854,                0.94567,                0.75612,                0.47915,                0.55573,                0.30022,                 1.2616,                0.73413,                0.99062,                 1.7732,                 1.1232,                 1.0003,              0.0007228,              0.0007228,              0.0007228
