                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                  1.275,                0.78789,                 1.0006,                 1.8221,                 1.1805,                 1.0034,                 0.6578,                 0.4651,                0.51021,                 0.2754,                 1.3048,                 0.8147,                 1.0048,                 1.8572,                 1.1992,                 1.0046,             0.00084655,             0.00084655,             0.00084655
                     34,                 1.2756,                0.77894,                 1.0096,                 1.8238,                 1.1817,                 1.0155,                0.67226,                0.47722,                0.51401,                0.27572,                 1.3119,                 0.7945,                0.99506,                 1.8613,                 1.1661,                 1.0081,              0.0008416,              0.0008416,              0.0008416
                     35,                 1.2929,                0.78871,                 1.0046,                 1.8399,                  1.193,                  1.008,                0.64376,                0.48123,                0.51373,                0.27116,                 1.3146,                0.83976,                 1.0024,                 1.8526,                 1.1959,                  1.003,             0.00083665,             0.00083665,             0.00083665
                     36,                 1.2606,                0.77404,                0.98978,                 1.8175,                 1.1712,                0.99121,                 0.6706,                0.47256,                0.51549,                0.26938,                 1.3306,                0.79728,                 1.0094,                 1.8551,                 1.1871,                 1.0073,              0.0008317,              0.0008317,              0.0008317
                     37,                 1.2509,                0.77123,                  0.991,                 1.7934,                 1.1585,                0.99657,                0.66488,                0.47356,                0.52297,                0.27702,                 1.3434,                0.80061,                 1.0268,                 1.8636,                 1.1764,                 1.0123,             0.00082675,             0.00082675,             0.00082675
                     38,                  1.263,                 0.7844,                 1.0011,                 1.8209,                 1.1809,                 1.0048,                0.63783,                0.48008,                0.52325,                0.27393,                 1.3264,                0.79755,                 1.0049,                  1.872,                 1.1687,                 1.0154,              0.0008218,              0.0008218,              0.0008218
                     39,                 1.2193,                0.74395,                0.98795,                 1.7367,                 1.1251,                0.99371,                0.67921,                0.48055,                0.52261,                0.27368,                 1.3237,                0.77886,                 1.0038,                 1.8536,                 1.1898,                 1.0066,             0.00081685,             0.00081685,             0.00081685
                     40,                 1.2415,                0.75399,                0.98998,                 1.7799,                 1.1405,                0.99614,                0.63479,                0.49149,                0.51911,                0.26675,                 1.2918,                 0.7641,                0.99628,                 1.8796,                 1.1544,                 1.0026,              0.0008119,              0.0008119,              0.0008119
                     41,                 1.2163,                0.74233,                 0.9852,                 1.7118,                 1.1163,                0.98952,                0.61743,                0.47886,                 0.5023,                0.25833,                  1.324,                0.78177,                 1.0056,                 1.8523,                 1.1581,                 1.0026,             0.00080695,             0.00080695,             0.00080695
                     42,                 1.2269,                0.75274,                0.99027,                 1.7598,                  1.129,                0.99876,                0.67711,                 0.4642,                0.51232,                0.27819,                 1.3069,                0.77799,                 1.0011,                 1.8453,                 1.1785,                 1.0047,               0.000802,               0.000802,               0.000802
                     43,                 1.1976,                0.73519,                0.98218,                 1.7072,                 1.1052,                0.98894,                0.67056,                0.47534,                0.52265,                0.27377,                 1.3178,                0.77345,                 1.0006,                 1.8914,                 1.2208,                 1.0086,             0.00079705,             0.00079705,             0.00079705
