                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.2211,                0.76707,                0.97045,                  1.796,                 1.0684,                0.98661,                0.62782,                0.44799,                0.47383,                0.23777,                 1.4095,                0.94368,                 1.0587,                 1.9574,                 1.3183,                 1.0735,               0.008416,               0.008416,               0.008416
                     35,                 1.1795,                0.74817,                0.96013,                  1.717,                 1.0445,                0.97478,                0.61729,                0.43893,                0.46082,                0.23689,                  1.453,                 1.0134,                 1.0678,                 1.9635,                 1.3638,                 1.0698,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.1965,                0.76111,                0.96224,                 1.7604,                  1.051,                0.97699,                0.56652,                0.45554,                0.46433,                0.24019,                 1.3926,                0.94777,                 1.0449,                 1.9317,                 1.2737,                 1.0492,               0.008317,               0.008317,               0.008317
                     37,                 1.1833,                0.74545,                0.95328,                 1.7512,                 1.0467,                0.97288,                0.57497,                0.38939,                0.41627,                0.21347,                  1.448,                 1.0296,                 1.0655,                  1.994,                  1.455,                 1.0629,              0.0082675,              0.0082675,              0.0082675
                     38,                  1.193,                0.75397,                0.96385,                  1.731,                 1.0367,                 0.9801,                0.64789,                 0.4487,                0.48569,                0.23734,                 1.4572,                0.92222,                 1.0635,                 1.9653,                  1.307,                 1.0595,               0.008218,               0.008218,               0.008218
                     39,                  1.173,                0.73588,                0.95606,                  1.728,                 1.0291,                0.97484,                0.61432,                0.44178,                0.46824,                0.24091,                  1.405,                0.93132,                 1.0766,                  1.982,                 1.2985,                 1.0871,              0.0081685,              0.0081685,              0.0081685
                     40,                  1.188,                0.73823,                0.95649,                 1.7765,                 1.0414,                0.97931,                0.68223,                0.46506,                0.51178,                0.26406,                 1.3531,                0.85065,                 1.0387,                 1.9156,                 1.1669,                 1.0486,               0.008119,               0.008119,               0.008119
                     41,                 1.1413,                0.71677,                0.95683,                  1.685,                 1.0054,                0.97683,                0.66033,                0.48152,                0.52395,                0.27201,                 1.3311,                0.84766,                 1.0388,                 1.8808,                 1.1948,                 1.0374,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.1424,                0.71365,                0.95132,                 1.6838,                 1.0093,                0.97296,                0.65078,                0.48479,                0.50432,                0.26345,                 1.4129,                0.90901,                 1.0468,                 1.9259,                 1.1995,                  1.043,                0.00802,                0.00802,                0.00802
                     43,                   1.13,                0.70687,                0.94624,                 1.6645,                0.98784,                0.96691,                 0.6433,                0.48971,                0.50189,                0.26527,                 1.3829,                0.90031,                  1.042,                 1.8781,                 1.2377,                 1.0439,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.1173,                0.70943,                0.94709,                 1.6582,                0.98101,                0.96644,                0.67092,                0.46592,                0.51461,                0.27089,                 1.3225,                 0.8949,                 1.0271,                 1.8658,                 1.2381,                 1.0332,               0.007921,               0.007921,               0.007921
                     45,                 1.0988,                0.69733,                0.94668,                 1.6359,                 0.9759,                0.97136,                0.63018,                0.46298,                0.50001,                 0.2644,                 1.3185,                0.86778,                 1.0191,                 1.8709,                 1.1913,                 1.0229,              0.0078715,              0.0078715,              0.0078715
