                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 1.0684,                0.62681,                0.92364,                 1.6204,                0.89714,                0.94074,                0.71363,                0.48804,                 0.5504,                0.29972,                 1.2777,                0.76887,                0.99439,                 1.7892,                 1.1246,                0.99869,               0.006634,               0.006634,               0.006634
                     71,                  1.042,                0.61461,                0.92422,                 1.5821,                0.88868,                0.93668,                0.70879,                0.48411,                0.54579,                0.30415,                 1.2707,                0.73579,                0.99467,                  1.817,                 1.1268,                 1.0072,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0632,                0.61617,                0.92447,                 1.6193,                0.91206,                0.94054,                 0.7459,                0.47174,                0.53696,                0.29169,                 1.2987,                0.79577,                0.99512,                 1.8667,                 1.1884,                 1.0184,               0.006535,               0.006535,               0.006535
                     73,                 1.0521,                  0.625,                0.91843,                 1.6196,                0.91963,                0.93343,                0.72097,                0.48077,                0.54339,                0.29092,                 1.3024,                0.77137,                 1.0068,                 1.8641,                 1.1391,                 1.0174,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0412,                0.61689,                0.91798,                 1.5924,                0.89542,                0.93427,                0.73927,                0.51109,                0.56848,                 0.3064,                 1.2649,                0.74295,                0.98466,                 1.8062,                 1.0604,                 1.0012,               0.006436,               0.006436,               0.006436
                     75,                 1.0412,                  0.614,                0.92118,                 1.5849,                0.89299,                0.93701,                0.70874,                  0.509,                0.56577,                0.30627,                 1.2576,                0.72819,                0.99023,                 1.7929,                 1.0525,                 1.0053,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0604,                0.61288,                0.91439,                 1.6386,                0.90357,                0.93184,                 0.6657,                0.50355,                0.54613,                0.29742,                 1.2983,                0.76395,                 1.0099,                 1.8411,                 1.1245,                  1.013,               0.006337,               0.006337,               0.006337
                     77,                 1.0237,                0.60015,                0.91284,                  1.563,                0.87135,                0.92662,                0.68806,                0.46371,                0.51607,                 0.2775,                 1.2968,                0.83812,                 1.0014,                 1.8875,                 1.2073,                 1.0193,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.0311,                0.60659,                0.90772,                  1.579,                0.86874,                0.92554,                0.69357,                0.46915,                0.53071,                0.28232,                 1.2747,                0.84016,                0.99474,                 1.8414,                 1.2601,                 1.0111,               0.006238,               0.006238,               0.006238
                     79,                 1.0403,                0.60658,                0.91247,                 1.6112,                0.88485,                0.92924,                0.70514,                 0.4946,                0.55369,                0.29699,                 1.2656,                0.77671,                0.98708,                  1.805,                 1.1458,                 1.0005,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0294,                0.59893,                0.91784,                 1.5542,                0.86515,                0.93157,                0.72239,                0.47477,                0.54259,                0.29487,                 1.2693,                0.76429,                0.99364,                 1.8081,                  1.159,                 1.0011,               0.006139,               0.006139,               0.006139
                     81,                  1.037,                0.61171,                0.91104,                 1.6001,                 0.8901,                0.93001,                0.67967,                0.48198,                0.52506,                0.28671,                 1.2827,                0.78366,                 1.0012,                 1.8546,                 1.1762,                 1.0182,              0.0060895,              0.0060895,              0.0060895
