                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.2084,                0.77477,                0.99242,                 1.7354,                 1.1607,                0.99489,                0.65863,                0.45975,                0.50448,                0.26934,                 1.3094,                0.84951,                 1.0102,                 1.9293,                 1.3064,                 1.0226,              0.0008416,              0.0008416,              0.0008416
                     35,                 1.2204,                0.75549,                 0.9858,                 1.7983,                 1.1586,                0.99514,                0.64974,                0.48391,                0.52126,                0.27537,                 1.3169,                0.80745,                0.99952,                  1.879,                 1.1752,                 1.0062,             0.00083665,             0.00083665,             0.00083665
                     36,                  1.249,                0.76998,                0.98684,                 1.8288,                 1.1758,                0.99276,                0.62587,                0.48151,                0.50242,                0.26275,                 1.3054,                0.83841,                 1.0032,                 1.8742,                 1.1887,                0.99953,              0.0008317,              0.0008317,              0.0008317
                     37,                 1.2146,                0.75547,                0.98067,                 1.7739,                 1.1321,                0.98906,                0.63823,                0.46256,                 0.4904,                0.25206,                 1.3319,                0.79935,                 1.0039,                 1.9068,                 1.1783,                 1.0075,             0.00082675,             0.00082675,             0.00082675
                     38,                 1.1915,                0.74196,                0.98237,                 1.7378,                  1.126,                 0.9909,                0.68751,                0.48526,                0.53172,                 0.2868,                 1.2955,                 0.7777,                0.99457,                   1.88,                 1.1631,                 1.0069,              0.0008218,              0.0008218,              0.0008218
                     39,                 1.1594,                0.72774,                0.97152,                 1.7107,                  1.098,                 0.9822,                0.68131,                0.49524,                0.52792,                 0.2872,                 1.2617,                0.76586,                0.98687,                  1.827,                 1.1309,                0.98577,             0.00081685,             0.00081685,             0.00081685
                     40,                 1.1748,                0.73834,                0.97596,                 1.7217,                 1.1198,                 0.9851,                0.63936,                0.48284,                0.51896,                0.27365,                 1.3153,                0.77671,                 1.0113,                 1.8606,                 1.1315,                 1.0035,              0.0008119,              0.0008119,              0.0008119
                     41,                 1.1914,                0.74201,                0.97778,                 1.7546,                 1.1311,                0.98536,                0.62756,                0.47606,                0.51884,                0.28057,                 1.2953,                0.78765,                 1.0026,                 1.8799,                  1.135,                 1.0057,             0.00080695,             0.00080695,             0.00080695
                     42,                 1.1787,                 0.7307,                0.97046,                 1.6952,                 1.1168,                0.98017,                0.68404,                0.47167,                0.52525,                0.27979,                 1.3518,                 0.7905,                 1.0183,                 1.8815,                 1.1144,                 1.0116,               0.000802,               0.000802,               0.000802
                     43,                  1.178,                0.73124,                 0.9727,                 1.7268,                 1.1015,                0.98108,                0.69691,                0.46118,                0.52126,                0.27671,                 1.3375,                0.80199,                  1.008,                 1.8957,                 1.1952,                 1.0079,             0.00079705,             0.00079705,             0.00079705
                     44,                 1.1895,                 0.7514,                0.98365,                 1.7266,                 1.1605,                0.99545,                0.66217,                0.46273,                0.50438,                0.26565,                 1.3219,                0.81967,                 1.0081,                 1.9078,                 1.2321,                 1.0091,              0.0007921,              0.0007921,              0.0007921
                     45,                 1.2189,                0.75644,                0.99121,                 1.7433,                  1.158,                 1.0003,                0.67311,                0.48737,                 0.5357,                0.29168,                 1.2873,                0.76205,                0.99177,                 1.8632,                 1.1117,                 1.0015,             0.00078715,             0.00078715,             0.00078715
                     46,                 1.2024,                0.75105,                0.98761,                 1.7477,                 1.1568,                0.99423,                0.65568,                 0.4835,                0.52924,                0.28551,                 1.2566,                0.75359,                0.97737,                 1.8445,                 1.1173,                0.99035,              0.0007822,              0.0007822,              0.0007822
                     47,                 1.1838,                 0.7351,                 0.9698,                 1.7432,                 1.1227,                 0.9816,                0.69605,                0.48763,                0.52943,                0.27773,                 1.2781,                0.76015,                0.98994,                 1.8874,                  1.164,                 1.0059,             0.00077725,             0.00077725,             0.00077725
                     48,                 1.1683,                0.72404,                0.96674,                 1.7407,                 1.1183,                0.97869,                0.67625,                0.49968,                0.53305,                0.28501,                 1.2749,                0.77848,                0.98726,                 1.8268,                 1.1389,                0.99426,              0.0007723,              0.0007723,              0.0007723
                     49,                 1.1794,                0.72384,                0.97291,                 1.7243,                 1.0914,                0.98079,                0.70469,                0.50288,                0.55507,                0.30382,                 1.2417,                0.72854,                0.97513,                 1.8082,                 1.0863,                0.98943,             0.00076735,             0.00076735,             0.00076735
                     50,                 1.1579,                0.70716,                0.96062,                  1.724,                 1.0819,                0.97691,                0.72708,                0.49202,                 0.5504,                0.29638,                 1.2846,                0.73303,                0.99346,                 1.8198,                 1.0724,                0.99236,              0.0007624,              0.0007624,              0.0007624
                     51,                 1.1443,                0.71203,                0.97443,                 1.6812,                 1.0793,                0.97929,                0.73891,                0.49256,                0.54629,                0.29712,                 1.3003,                0.77506,                0.99268,                 1.8555,                 1.1334,                0.99804,             0.00075745,             0.00075745,             0.00075745
                     52,                 1.1527,                0.71121,                0.96569,                 1.6921,                 1.0871,                0.97789,                0.67828,                0.51491,                0.54886,                0.29295,                 1.2907,                0.74937,                0.99022,                 1.8167,                  1.103,                0.98898,              0.0007525,              0.0007525,              0.0007525
                     53,                 1.1587,                 0.7062,                0.96387,                 1.7298,                  1.092,                0.97917,                0.71394,                0.49776,                0.54968,                0.28862,                 1.2713,                0.72516,                0.98054,                 1.8612,                 1.0797,                0.99578,             0.00074755,             0.00074755,             0.00074755
                     54,                 1.1325,                  0.688,                0.95755,                 1.6979,                 1.0539,                0.97171,                0.70006,                0.48039,                0.52576,                0.27943,                 1.2867,                 0.7635,                0.98842,                  1.885,                  1.176,                 1.0016,              0.0007426,              0.0007426,              0.0007426
                     55,                 1.1486,                0.69894,                0.96355,                 1.7062,                 1.0594,                0.97724,                0.68771,                0.50812,                0.55087,                0.28868,                 1.2743,                0.73899,                0.97682,                 1.8571,                 1.1029,                0.99283,             0.00073765,             0.00073765,             0.00073765
                     56,                 1.1484,                0.70125,                0.96272,                 1.6948,                 1.0638,                0.97712,                0.70896,                0.50243,                0.55243,                0.28954,                 1.2556,                0.72569,                0.97668,                 1.8208,                 1.0639,                0.98584,              0.0007327,              0.0007327,              0.0007327
                     57,                 1.1599,                0.69749,                  0.963,                 1.7284,                 1.0568,                0.97282,                0.72092,                0.52718,                0.57088,                0.30816,                 1.2641,                 0.7152,                0.97797,                  1.779,                 1.0275,                0.98426,             0.00072775,             0.00072775,             0.00072775
                     58,                 1.1346,                  0.696,                0.95451,                 1.6962,                 1.0702,                0.96536,                0.69918,                0.50104,                0.55302,                0.30168,                 1.2561,                0.72943,                0.97488,                 1.8223,                 1.0765,                0.98321,              0.0007228,              0.0007228,              0.0007228
                     59,                 1.1484,                0.70189,                0.97042,                  1.715,                 1.0715,                0.98122,                0.66815,                0.50891,                0.55088,                 0.3037,                 1.2641,                0.72885,                0.97731,                 1.7748,                 1.0658,                0.97979,             0.00071785,             0.00071785,             0.00071785
                     60,                 1.1499,                0.69272,                 0.9592,                 1.7251,                 1.0626,                0.97191,                0.70785,                  0.492,                0.55154,                0.29735,                 1.2455,                0.73081,                0.97827,                 1.8337,                 1.0546,                 0.9922,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.1255,                0.68013,                 0.9541,                 1.6936,                 1.0509,                0.96398,                0.66814,                0.47749,                0.52126,                0.27313,                 1.3179,                0.75092,                0.99544,                 1.9074,                 1.1481,                 1.0007,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.1394,                0.70046,                0.96336,                 1.6908,                 1.0706,                0.97215,                0.74736,                 0.4976,                0.56167,                0.30351,                 1.2803,                0.71948,                0.99509,                 1.8427,                 1.0881,                0.99432,               0.000703,               0.000703,               0.000703
                     63,                 1.1447,                0.68284,                0.95574,                 1.7025,                  1.056,                0.96572,                0.75992,                 0.5008,                0.57206,                0.30462,                 1.2928,                 0.7465,                0.99855,                 1.8309,                 1.0634,                 1.0002,             0.00069805,             0.00069805,             0.00069805
